Ссылка на источник,Ссылка на пост,Текст поста,Коэффициент поста,Тема 1,Тема 2,Тема 3
https://www.facebook.com/profile.php?id=100001686091748,https://www.facebook.com/permalink.php?story_fbid=3165526023513570&id=100001686091748,"У нас ещё несколько недель продолжаются онлайн занятия по PBL. Я уже говорила о том, что изначально мы не знали, возможен ли вообще PBL в онлайн, столько там из «реальной» жизни, от погружения в разные жизненные ситуации до проектной работы с картой мыслей. Но получилось, адаптировали под новый формат и теперь, судя по всему, будем и в нем тоже всегда) В онлайн очень хорошо получается развивать цифровой интеллект, онлайн коммуникации и эмпатию в онлайн пространстве, что очень важно для будущего успеха детей. 
Вот небольшая обратная связь по занятиям за прошлую неделю по одной из групп от педагога:
«Прошлая неделя в PBL была посвящена успеху и пути к нему. Мы еще раз говорили о вреде лени и способах борьбы с ней, смотрели мотивирующие видео с примером успеха, достигнутом в совсем юном возрасте. Дети были очень впечатлены примерами и юных предпринимателей, и спортсменов, победивших в олимпийских играх до 15 лет.
Главная мысль, которую мне удалось донести — это вера в свою мечту (отдельно мы говорили о мечтах каждого и том, какие шаги можно предпринять), в себя и, самое главное - борьба со страхом проиграть или не получить желаемого. Мы тренировались, как настроиться не на победу, а на стремление стать лучше, сильнее, быстрее и тд, бороться с грустью, злостью, обидой, учиться преодолевать эти эмоции и двигаться дальше. В старшей группе также отлично прошло упражнение со смайлами, когда дети учились завершать все дела с улыбкой, несмотря на злость, гнев и другие эмоции.
Навыки, заложенные для развития в этом месяце: коммуникация, критическое мышление, планирование, а также эмпатия»
⠀
Занятия Problem - Based Learning ещё продолжаться несколько недель, а потом будут возобновлены в сентябре с новой проектной работой в онлайн и в оффлайн. 
Всю информацию о начале можно будет узнать у меня или в Семейный клуб «Маус Хаус».",,Бизнес справился с кризисом,Вера в светлое будущее и преодоление временных трудностей,
https://www.facebook.com/profile.php?id=100001686091748,https://www.facebook.com/permalink.php?story_fbid=3153945911338248&id=100001686091748,"Совсем скоро откроется Маус. Маус сегодня для меня - это не просто клуб, это и единственный PBL центр в России, это теперь и партнёр шведского университета в проектах ECEC (Early Childhood Education and Care) в странах ЕС, и это центр, который точно уже имеет свою необычную историю.
И, конечно, когда все это произошло с пандемией, мне было очень страшно впервые за последние годы, потому что я не представляла, как мне сохранить не просто сам клуб, а все то, что теперь с ним связано.
Сказать, что за мной в этот момент пошла моя команда, я не могу, но тем, кто пошёл, я всегда буду благодарна. Помощь приходила от партнёров, от просто людей, кто оказывался рядом, и это было всегда в те моменты, когда мои ресурсы просто заканчивались. От такой неожиданной помощи хотелось плакать вдвойне:), но видимо Вселенная не давала мне совсем упасть и все-таки продолжать.
Конечно, даже если бы я закрыла центр, он все равно бы продолжил существовать, потому что уже вышел за пределы квадратных метров в своём районе.
Но там столько счастья внутри:)Мы когда - то придумали фразу про Маус как «место, откуда дети не хотят уходить после занятий», и это стало правдой. От каждого, кто приходит, я всегда слышу про особую атмосферу. Это и правда точка сборки многого, там такая концентрация энергии, что это чувствует каждый. Это тот самый особенный оффлайн, который ни один онлайн для ребёнка не заменит. Родители, которые приводят к нам детей на одну программу, потом ведут их на все остальные, потому что видят, как ребёнку хорошо.
Детям хорошо, потому что здесь намеренно сочетается два важных фактора, которые должны быть сегодня в образовании дошкольников - уютная домашняя атмосфера места + самые современные и качественные методики. Мы занимаемся определёнными моментами развития детей не потому, что это в тренде и востребованная «продуктовая линейка», а потому, что считаем, что именно это важно современным детям и мы знаем, как это сделать профессионально. Иногда (как было, например, с PBL сначала), родители не готовы принять то, что мы предлагаем, но потом все меняется, потому что они видят результат и начинают понимать необходимость определенных моментов. Это тоже путь, который нужно пройти, как нам, так и родителям, иначе центр не развивается в плане образования. А каких-то программ и методик в Маусе просто никогда не будет, даже если их просят родители.
И вот это вот место, действительно не совсем обычное, мне всем сердцем хотелось сохранить. За эти три месяца, которые показались целым годом, я получила разочарований столько, сколько не получала за годы. Но потом я вдруг приобрела столько, что это перекрыло все, что было до этого. Запишу в историю Мауса ещё одну главу)
23 июня мы открываемся и в этот раз в сотрудничестве с ещё несколькими проектами, которые мне удалось найти в Строгино - замечательном районе, который мне искренне хочется отблагодарить за все эти годы. Талантливые педагоги и менторы создадут очень интересный летний досуг детям☀️
Встречаемся на крыше Мауса 23 июня в 10.30, буду очень рада всем-всем-всем 🐭🎈",,Возобновление работы торгового предприятия,Любовь к своему делу,
https://www.facebook.com/dmitry.belonogov,https://www.facebook.com/dmitry.belonogov/posts/3712259228800452,"Друзья!
Во вторник 30-го июня в 20.00 мы открываем двери нашей винотеки 🍷 для первой послековидной дегустации 🍷 , которую будет вести известный коллекционер👌 🥃Ярослав Плинк под кодовым названием Пино Нуар и Лето: любопытные образцы!
Будем мы пробовать вино 🍷из этого замечательного виноград 🍇 из разных стран и континентов: Будет Les Jamelles знаменитой бургундской семейки негоциантов Badet Clement из Лангедока, Франция 🇫🇷 , потом мы переместимся в Португалию 🇵🇹 в район Лиссабона на хозяйство Адегамае Сосьедад Агрикола. Оттуда отправимся в 🇿🇦 ЮАР, регион Эльгин и попробуем 🍷 вино, которое прекрасно сочетается с пловом из ягненка, с вяленым мясом 🍖 , с пикантными колбасками из баранины или говядины. Летим в Новую Зеландию в наш любимый терруар Мальборо пробовать Brancott Estate Пино Нуар, который выращивается на виноградниках🍇, расположенных в южной части долины Вайрау. Ну и должны же мы вернуться на старый добрый европейский континент 🇪🇺 из нашего почти что кругосветного путешествия – лучше всего для этого подойдет французский🇫🇷 Эльзас, знаменитый своими рислингами и гивюрцитраминерами.
Мы будем очень рады видеть Вас всех, но, также, мы должны подумать о безопасности наших постоянных Покупателей, поэтому мы ограничимся 8-ю живыми участниками дегустации😢, остальные могут присоединиться через ZOOM🥰, мы первый раз пробуем комбинировать живое общение, но и предоставить возможность он-лайн дегустации тем, кто пока не готов участвовать вживую в целях безопасности, а также просто находится вдали от нас🔥👍.
Стоимость дегустации 1000 рублей, первые 💰оплатившие ее и станут как непосредственными, так и виртуальными участниками😍. Ждем Вас во вторник 30-го июня в 20.00 в нашей винотеке🍷 Вино и Виски🥃 в Химках, Юннатов 11.
До встречи и да прибудет с нами Сила!",,Возобновление работы торгового предприятия,,
https://www.facebook.com/profile.php?id=100025472205994,https://www.facebook.com/permalink.php?story_fbid=640980003427734&id=100025472205994,"Планка 500 подписчиков пройдена!) Маленькая победа. Идём к цели в 10 тыс. минимум. Карантин немного выбил из колеи, но сейчас наверстаем, планов много, будет очень много крутого контента.",,"Успехи, достижения бизнеса",Вера в светлое будущее и преодоление временных трудностей,
https://www.facebook.com/profile.php?id=100008232855771,https://www.facebook.com/permalink.php?story_fbid=2630827210535015&id=100008232855771,"В добрый путь!
Бег на трассе - это прежде всего доверие самому себе, своему организму, надежды на себя и свои силы.
Как и ультрамарафоны на трассе, тренировки, так и отношения в бизнесе, с инвесторами - пусть мои инвесторы получают всего 24% годовых или 2% в месяц, зато инвестируют в реальный малый бизнес (мои афиши и хостелы до сих пор работают). Потому что я за долгосрочные отношения, за долгосрочный бизнес, за настоящую дружбу, за то, чтобы инвестор спал спокойно и знал, что его деньги работают, за бесконечные километры, от которых я получаю удовольствие.
Мотивация добежать сегодня половинку - на трассе мошка и мухи гнали меня несколько километров по 4:10 (зашел в лес, чтобы не пускать фонтанчики, как некоторые, прямо на обочине).
На ногах сегодня вместо грузиков припасы сока и шоколада в кармашках :)
После 15 км купание в пруду и звонок моей работницы из хостела. Говорит, египтяне заехали :) Ну и я со словами ""Египетская сила!"" пожелал ей удачной смены и сам дальше бежать, заканчивать полумарафон.
И тут приходит ответ от организаторов марафона ""Европа Азия"", моё предложение по размещению их рекламы в моих афишах одобрено. Кстати, и сам я бегу 42.2 км 2 августа.
А всё почему так? Потому что я отличаюсь умом, отличаюсь сообразительностью. И кстати, охота на меня строго воспрещена! ",,"Успехи, достижения бизнеса",,
https://www.facebook.com/profile.php?id=100003190194814,https://www.facebook.com/natalia.solo.1/posts/3320631844627267,"Вот она поддержка малому бизнесу . 
Кто-то ещё будет голосовать за поправки? 
Я точно -против! Пойду проголосую лично! И фоткой поделюсь",,Административные препятствия для бизнеса,Отсутствие реформ,
https://www.facebook.com/natalia.solo.1,https://www.facebook.com/natalia.solo.1/posts/3320631844627267?comment_id=3321190587904726,"Работаем месяц! Семь магазинов!
Пришли всего в три магазина один раз. Все проверили, ни к чему не придирались. Продажи да похуже, но после закрытия на два месяца не жалуемся!
А то что запостили, похоже на фейк! Специально сейчас вбрасывают, чтобы народ раскачивать!
Работать надо, а не тёще жаловаться!))",,Снижение потребительского спроса,,
https://www.facebook.com/natalia.solo.1,https://www.facebook.com/natalia.solo.1/posts/3301489209874864,"Такие моменты нужно хранить. К этому мы шли 3,5 года. Проект на обложке - самая лучшая награда.
Минифильм - как это было. Пот и кровь за кадром 😉. В кадре - моменты и процесс. Запасайтесь попкорном и смотрите. 🤗
Вот думаю, нужно ли писать, кто из подрядчиков больше выпил крови 🧐 или понять и простить ? 😀",,"Успехи, достижения бизнеса",,
https://www.facebook.com/profile.php?id=1272038151,https://www.facebook.com/permalink.php?story_fbid=10222323323613266&id=1272038151,"В прошлый вторник мы открыли магазин Be happy после двух с половиной месяцев карантина (простите, нерабочих дней). Покупателей в ТЦ крайне мало (3/4 магазинов закрыто). Выручки смешные.
За неделю работы магазина к нам ДВАЖДЫ пришли с проверкой.
Сегодня выдали предписание об устранении несоответствий - обязали покупать рециркуляторы воздуха и заводить тонну бумажек и журналов для отчетности.
На оборудование рециркулятором отводится 12 часов. Если не успел - разрешение на работу аннулируется. Если открыл магазин без разрешения - штраф 50 т.р.
Успели, купили, повесили!
Вечером звонит тёща - Как дела? Какие новости?
Я - Норм. 2 проверки за неделю. Экстренно закупаем чудо-технику, строчим отчеты и тп.
Тёща - Странно. А по телевизору сказали, что никаких проверок малому бизнесу не будет...
Я - Ухаха!!! Вас снова нае..ли. (Подумал, но сказать не решился).",,Возобновление работы торгового предприятия,Административные препятствия для бизнеса,Нелогичность ограничительных мер
https://www.facebook.com/profile.php?id=100013627514263,https://www.facebook.com/permalink.php?story_fbid=913209412476634&id=100013627514263,"С 25 июня в Подмосковье открыты все Торговые Центры без ограничения по площади и без требования отдельного входа.Центр Интерьера ЛАДЬЯ возобновил свою работу в полном объеме.
Центр Интерьера ""Ладья""",,Возобновление работы торгового предприятия,,
https://www.facebook.com/kostya.popov,https://www.facebook.com/kostya.popov/posts/4378347032177250,"Если действительно сделают, то это многое меняет. Будет выгодно расширяться. Но это в будущем, а сейчас было бы наиболее разумным сделать перенос уплаты налогов на 2021. О прочих льготах и не мечтаю) Нас полностью проигнорировали, так как не МСП.
«По их словам, для российских IT-компаний премьер-министр Михаил Мишустин планирует снизить страховые взносы с 14 до 7,6%, а налог на прибыль – с 20 до 3%. Кроме того, он предлагает отменить НДС с рекламы разработок и софта на иностранных цифровых площадках и дать разработчикам софта возможность получать специальные субсидии»",,Недостаточные меры поддержки бизнеса,,
https://www.facebook.com/kostya.popov,https://www.facebook.com/kostya.popov/posts/4365247016820585,"Традиционные пятничные технологические новости 🙂 У нас в компании есть R&D отдел, где мы работаем над новыми продуктами, которые дополнят экосистему решений Cappasity для ритейла. Один из них - виртуальная примерочная. Сегодня я хочу продемонстрировать первую часть, которая позволяет снимать размеры с человека. Следующий шаг - совмещение Cappasity 3D View с аватаром.
Ещё много всего предстоит сделать, но стадия MVP показала, что проект будет развиваться и мы начнём его продавать уже в этом году в рамках подписки на Cappasity.",,Перспективы развития,,
https://www.facebook.com/kostya.popov,https://www.facebook.com/kostya.popov/posts/4362145330464087,"Про наше приложение пишет AutoSuccess! Респект отделу партнерств ;)
Журнал печатный. HTML-версия https://digital.autosuccessonline.com/…/produ…/default.aspx…",,"Успехи, достижения бизнеса",,
https://www.facebook.com/kostya.popov,https://www.facebook.com/kostya.popov/posts/4361489730529647,"Месяц назад мы поменяли стратегию продаж и в результате подписали нового энтерпрайз клиента из США из совсем другой категории. В начале я думал, что они будут снимать одежду, но оказалось, что на первом месте лошади ;)
Сегодня загрузили первый тест -",,"Успехи, достижения бизнеса",,
https://www.facebook.com/profile.php?id=100010251182806,https://www.facebook.com/permalink.php?story_fbid=1219435281741500&id=100010251182806,"Я люблю ездить за рулем. Конечно, не в Москве, а в дальние путешествия. Чем дальше, тем лучше. Чтобы менялись пейзажи за окном, погода, ассортимент в магазинчиках на заправках, а еще лучше люди, языки и страны. У меня есть опыт поездки из Москвы во Францию и обратно, а также путешествие по Швейцарии. Было круто.
🔻
Недавно ездил в Тамбов. У нас там находится команда разработки https://pampadu.ru. Обсуждали, как мы можем дать страховым посредникам больше возможностей для заработка.
В Тамбов самолеты из-за карантина отменили, а всю ночь спать в старом поезде, в метре от незнакомых людей и под запах куры гриль, как-то не хотелось. Поехал на машине. Во время 4.5 часов пути по трассе, состоящей из одной полосы в каждую сторону, заметил интересную аналогию с жизненной ситуации.
🔻
Когда догоняешь очередную фуру, тебе нужно обогнать, чтобы не плестись с ее скоростью. Для этого ты переключаешь внимание с любимой музыки, приятно играющей в салоне, с мыслей, которые приходят, проезжая бескрайние зеленые поля. Все внимание концентрируешь на важной и местами рисковой задаче. Выбираешь участок, где разметка разрешает обгон, немного выглядываешь из-за фуры, проверяя как далеко встречная и успеешь ли ты вернуться в свою полосу. Взвесив все за и против включаешь спорт режим, крепче сжимаешь руль, газ в пол и обходишь тех, кто тебе мешал на пути. Успешно вернувшись до того как в тебя влетит встречный автомобиль, дергаешь ручку круиз контроля, которая возвращает тебя в комфортные 140 км/ч. Теперь можно расслабиться, вернуться к музыке и мыслям, пока не догонишь очередную фуру, которая мешает комфортно двигаться дальше.
🔻
Так и в жизни, нужно в определенные периоды концентрироваться, выходить из зоны комфорта. Наш мозг будет сопротивляться, потому что он не понимает, что дискомфорт/стресс временный, ему кажется, что так будет всегда. Мы временно крепко сжимаем руль, чтобы решить очередную жизненную или бизнес задачу, которая мешает комфортно двигаться дальше.",,Вера в светлое будущее и преодоление временных трудностей,,
https://www.facebook.com/profile.php?id=100010801715141,https://www.facebook.com/permalink.php?story_fbid=1160761990960514&id=100010801715141,"Дороге друзья! Мы после долгого раздумья открыли новую торговую точку на Даниловском рынке. Место С 201,С202. Ждём любителей нашего сыра. Поддержите нас!",,Перспективы развития,,
https://www.facebook.com/dremlyugin,https://www.facebook.com/dremlyugin/posts/2317852731855338,"Пост для знакомых. Развиваем бизнес, тем более в кризис.
Многие из вас знают, что я занимался фотографией и видеосъёмкой, но после 5 лет и нескольких сотен съёмок я ушёл в другую сферу, по любви, чтобы создавать что-то большее.
Мне повезло работать с Алексеем Леоновым и Николаем Дроздовым, Президентом и Ником Вуйчичем, Юрой Белонощенко и Александром Бречаловым, сотней крутых общественных деятелей, бизнесов, проектов и просто выдающихся людей.
С 2016 года я занимаюсь интернет-маркетингом, а не так давно я стал со-основателем агентства, которое занимается комплексным маркетингом.
Мне очень нравится делать красоту и получать результаты, проводить исследования и решать проблемы конверсии сайтов, этапов CRM, делать прототипирование и систему из лендингов по продукту, услуге. Нравится развивать бизнесы.
Конечно, сейчас это делает команда из 8 человек, где каждый специалист в своей области, и есть уже реализованные успешные работы для производств, онлайн-школ, event-агенств, юристов, для таких компаний, как Ростелеком и прочее.
Теперь хочу обратиться к вам на прямую!
Если вам нужно развитие в вашем бизнесе - решение задач маркетинга, исследование конкурентов и ЦА, выход в онлайн, запуск нового продукта или улучшение продаж существующего, то я вышлю вам книгу наших работ и кейсов, и ещё, сделаем аудит текущего сайта!
Ставьте + , кому это необходимо, а если вы работаете в компании, где нужны изменения и знаете, кому мы можем быть полезны, отмечайте людей в комментариях.
Бонус для репоста! Угощу вас чашкой кофе при встрече!",,Любовь к своему делу,,
https://www.facebook.com/rubleva,https://www.facebook.com/rubleva/posts/3155956181117294,"Друзья, как вам идея создания технопарка легкой промышленности на Урале?
Делюсь своими мыслями😉",,Перспективы развития,,
https://www.facebook.com/kamila.fazlyeva,https://www.facebook.com/kamila.fazlyeva/posts/2827051730737597,"☝🏻 Вакансия в Москве. Сервис электронной подписи sign.me 👩‍💻
""Поскольку продукт очень сложный, мы ищем, в первую очередь, кандидатов, подкованных как с юридической, так и с технической стороны (знания в IT приветствуется)""
Обязанности:
Обработка входящих запросов
Поиск клиентов по всей РФ
Консультирование по продукту
Выезд на встречи и проведение встреч в офисе
Проработка и подготовка блок-схем бизнес-процессов
Подготовка коммерческих предложений
Составление Договоров
Ведение CRM, отчетности по продажам
Возможны командировки
Требования:
Юридическое/Техническое образование будет плюсом (знание 63-ФЗ будет огромным плюсом)
Продвинутый пользователь ПК
Знание основных офисных программ для работы с документами, презентациями, таблицами, схемами
Опрятный внешний вид
Уверенность в общении (придется много общаться с первыми лицами крупных компаний)
Условия:
Полностью белая высокая заработная плата (Оклад + Премии с продаж - все белое)
Высокий процент с продаж
ДМС после прохождения испытательного срока
Возможность быстро вырасти
Интересный во всех планах продукт, от которого ""горят глаза""
Дружный коллектив, кофемашина, печеньки и тд - после окончания карантина будут ждать в офисе, который расположен в 1 минуте ходьбы от метро и имеет рядом много парковочных мест.
Мичуринский проспект, 45
Зарплата от 100 000.",,"Успехи, достижения бизнеса",,
https://www.facebook.com/olga.9roslavovna,https://www.facebook.com/olga.9roslavovna/posts/10158178826900999,"Мы сейчас готовим к запуску ⚒ новую жемчужину @bestviewgroup_spb - квартиру 63м с потрясающим видом на Казанский собор💎Квартира будет рассчитана на 4 Гостей.Уютная спальня, украшением которой стал камин дореволюционной эпохи, восстановленный реставраторами Эрмитажа. Секрет кровати, который мы скоро приоткроем для Вас : Вы сможете сами выбрать каким будет Ваше утро. Насладиться красотой Казанского собора или мечтать о царской эпохе. Ведь именно такие мысли будут встречать Вас, когда Вы проснетесь.
Аромат любимого кофе ☕️ Мимолетный взгляд в зеркало камина. Ступень в зал-гостиную с арочными окнами и панорамным видом на Казанский собор. Паркет. Узоры лепнины. Вы будто в одно мгновение перенесетесь в царскую Россию 👑
Вид из просторной кухни на петербургские крыши. Вкусный завтрак 🍳 🥞 ,сегодня можно позволить себе бокал игристого🥂. Почему бы и нет😍атмосфера квартиры дарит праздничное настроение и ощущение торжества. За окном тёплое лето🌞. Непременно гулять!!знакомиться с городом, отобедать в одном из самых лучших петербургских ресторанов. Вернуться домой,чтобы полюбоваться на закат 🌅 Как он спускается на купола Казанского собора, дома Зингера, собора Спаса на Крови и крыши Невского проспекта.Отправиться на развод мостов. А потом вернуться и засыпать с самыми самыми прекрасными впечатлениями😍
Квартира будет доступна для проживания совсем скоро👏🏼
Забронировать Вы можете прямо сейчас ☎️/✅+7️⃣(9️⃣2️⃣1️⃣)9️⃣0️⃣5️⃣8️⃣8️⃣0️⃣7️⃣",,Перспективы развития,,
https://www.instagram.com/maximilian_lapin/?hl=ur,https://www.instagram.com/p/CCBhsU7ImY8/,"Безразличие работников и что из этого вышло

. Сразу после первого эфира и разбора негативных отзывов, сразу ситуация подтверждающая то, что я говорил ранее, а именно, 6 человек не смогли разобраться и начали валить друг на друга, при этом заставив человека промоутера сидеть 2 часа и ждать не понятно, что и пока я не вмешался он бы сидел до утра, смотрите и сами все увидите! . Так же показал офис и как он классно обустроен и обратная связь некоторых работников, и в конце эфира сделал розыгрыш от @pinkrabbit.ru",,Невежество / слаборазвитая деловая этика,,
https://www.instagram.com/chernigova/?hl=ru,https://www.instagram.com/p/CBpWks_JW8f/,"Надо уже начинать записывать как все развивается в ACHERS, а то потом не вспомним уже точно🙈
С трудом нашла когда я последний раз вообще писала про #история_achers
А у меня ещё историй за 5 лет 😂
Давайте про Красноярск) это из последней)
Когда наступила самоизоляция, первым делом мы начали строить планы. План был просто не останавливаться, создавать крутые вещи одну за другой, главное не опускать руки!
И я очень благодарна всей нашей команде, которая поддержала, не испугалась и мы работали как никогда! Наши конструкторы выпускали каждый месяц по 40 -50 новых изделий ещё и плюсом градацию по размерам. Тая из Сочи пробиралась по ночам в магазин 😂 чтобы вынести хоть какие-то вещи и отправить заказы клиентам 🙈
Весь Новосибирск без перерыва упаковывал посылки, у нас никогда не было столько посылок 🙈
И мы решили, что как только разрешат вновь работать магазинам одежды -мы сразу же открываем следующий магазин и выбрали город Красноярск! единогласно и сразу же! 😁 давно хотели, а по плану-то был Питер после Москвы )) За два месяца до поездки, я уже представляла какое именно помещение хочу, но чтобы его найти мы сначала стёрли ноги 😂 в прямом смысле 😂уже были без сил, уже просили знак 😂 и когда уже казалось что всё🙈 и вот он знак и вот это помещение ! И такая радость!! Прилипли к грязному окну, чтобы все разглядеть внутри, ещё не позвонив по приклеенному номеру на стекле, начали планировать что где сделаем 😂
Безграничное счастье до сих пор!
Через месяц буду встречать вас в нашем новом магазине 🤍
Теперь думаем))) какой же город следующий ? Честно, определиться не можем",,Бизнес справился с кризисом,Перспективы развития,
https://www.instagram.com/golubevfit/,https://www.instagram.com/p/CByRTlcnbLy/,"Ну что мы наконец начали тренировки в студии. 3 мес перерыв это опыт на всю жизнь. Будем надеяться, что 2 волна нас не захлестнет после конституции, как многие говорят 😊",,Возобновление работы торгового предприятия,Вера в светлое будущее и преодоление временных трудностей,
https://www.facebook.com/bablorub,https://www.facebook.com/bablorub/posts/3533709833324574,"Тайное совещание в некоей администрации. В темноте трое. 
- Совсем жопа, нужны клиенты. Много. 
- Так, а я что могу? 
- Ну, пообедайте у нас, кофе выпейте. Вон Собянин смог. 
- Не сработает, - подал голос третий. - Скандальчик нужен. 
- Так давайте я заеду как бы случайно. 
- А у нас свадьба! 
- Запрещенка, которую я снимаю на камеру! 
- И я такой, ну, извините, жопа же. Крутимся как можем. 
- А я всех накажу! Использую как повод. Никаких субсидий! 
- Не увлекайтесь, не поверят, - снова раздалось из угла. - Это субсидии на исполнение наших же требований к работе заведений. 
- Так я попугаю и отменю. Мы ж не крокодилы. 
- Каеф! 
- Зачëт! Делаем. Оплатите акцию штрафом. Надо хоть так бюджет пополнять. 
- Норм. Выставляйте счёт.",,Административные препятствия для бизнеса,Недостаточные меры поддержки бизнеса,
https://www.facebook.com/bablorub,https://www.facebook.com/bablorub/posts/3518475708181320,"Я тут заморочился, как считать инвестиционную привлекательность малого бизнеса в сфере услуг. Рентабельность собственного капитала хрен посчитаешь, так как инвестиций нет, прирастать нечему. Получаются деньги из воздуха, прирост на бесконечность процентов в год. И как такое оценивать?
В малом бизнесе владелец отождествляет себя с ним. И вот здесь возможный выход для подсчетов, надо только оторваться от количественных подсчетов кто сколько заработал в месяц или год.
У каждого владельца есть свои минимальные личные расходы на поддержку штанов, при которых он не потеряет интереса к ведению своего бизнеса. Эту цифру можно считать инвестициями в компанию. И дальше считать прирост капитала на эту сумму.
Если для жизни нужно 1.2млн в год, а прибыль составила 2.4млн, то получаем 100% годовых.
На первый взгляд это все звучит некорректно с точки зрения контроллинга, так как трудно определить точку поддержки штанов - она сильно волатильна в обе стороны. Но это только на первый взгляд. Будем честны. Если в такой модели есть прирост, то качество жизни предпринимателя растет. Если идет убыток, то предприниматель прекращает заниматься бизнесом.
Кстати, интуитивно эту модель многие принимают сами, вводя в штатное расписание минимальную обязательную зарплату директора. Хотя это и не совсем верное решение с точки зрения именно предпринимательского дохода от деятельности.
А теперь, приняв это как данность, вот какие мы интересные данные получаем. Давно отмечено, что большинство мелких предпринимателей замирают на некоей фиксированной цифре оборота в компании, а по сути (при условии постоянной маржинальности) на некоей фиксированной цифре личного дохода.
Я так прикинул. Если предприниматель получает 30-40% в год к своим вложениям в виде минимальных личных трат в год, то его развитие останавливается. Фактически его базовые амбиции удовлетворены и даже есть хорошая премия сверху. Оп! Ведь так и есть.
Предприниматели, которые получают менее 30% в год, постоянно ноют и жалуются.
Предприниматели, которые смогли прыгнуть выше 100% в год, начинают резко наращивать личное потребление, постепенно приводя его к 30-40%. То есть, как бы человек не старался, он подсознательно не готов генерировать доход выше чем на треть от личного потребления - создавать лишние невостребованные деньги. Это противно нашей натуре.
А какой доход у вас в год к вашему личному минимальному потреблению? Отрицательный (активно кредитуетесь)? До 30% (хватает только на жизнь)? Выше 30% (есть запас на приятные плюшки)? Выше 100% (некуда деньги девать)?",,,,
