Ссылка на источник,Ссылка на пост,Текст поста,Коэффициент поста,Тема 1,Тема 2,Тема 3
https://www.facebook.com/profile.php?id=100033948546089,https://www.facebook.com/permalink.php?story_fbid=331802181294731&id=100033948546089,"Заказчики пошли👌💥💥💥
Уже веселее пятница)) и музыка даже не мешает уже🤣🤣🤣",,Возобновление работы торгового предприятия,,
https://www.facebook.com/denis.kreicberg,https://www.facebook.com/photo/?fbid=3360184557409732&set=p.3360184557409732,"Туризм снова оживает и у нас в «Твой круиз» резко прибавилось работы🙈 - наша платформа по бронированию речных круизов работает 24 часа в сутки.
Нам очень нужны в команду энергичные 💥 менеджеры, для помощи нашим клиентам в их путешествиях.
За месяц в нашей компании уже появилось два новых человечка👯‍♀, но так как объем работы увеличивается в геометрической прогрессии, мы ждем тебя к нам в команду !
Что нужно делать?
- консультировать клиентов по выбранному круизу на сайте и помогать с оплатой;
- принимать входящие заявки и помогать с выбором подходящего варианта;
- заполнять данные о заявках в CRM и админке сайта;
Что для нас Важно:
— опыт работы с клиентами или в продажах;
— желание развиваться;
— умение работать в команде;
— любовь к туризму обязательна!
Что мы предлагаем:
- з/п обговаривается по результатам собеседования (оклад + процент с продаж);
- работа в центре города в офисе с уютной и семейной атмосферой;
- официальное трудоустройство, оплачиваемый отпуск и больничные;
- собственная библиотека и комната отдыха;
- своя кухня с мультиваркой, грилем и кофемашиной.
Подробнее в вакансии на HH: https://samara.hh.ru/vacancy/37543024 (https://samara.hh.ru/vacancy/37543024)
P.s. Будь смелее, у нас интересно)😉
Друзья, буду очень благодарна за репост! Возможно , кто-то из Ваших знакомых или друзей находятся в поисках работы!
Откликайся на вакансию или звони : 8 927 754 84 80",,Перспективы развития,,
https://www.facebook.com/podgar,https://www.facebook.com/podgar/posts/1521475751372813,"Привет, мы открыли новый дискаунтер мебели, где можно не только купить классную мебель по интересной цене, но и копить баллы со своих покупок и, ВНИМАНИЕ! покупок друзей, которым Вы отправили приглашение из нашего мобильного приложения) такой мебельный магазин в телефоне, которым можно делиться, попробуйте, будем признательны за обратную связь ❤",,"Успехи, достижения бизнеса",,
https://www.facebook.com/profile.php?id=100050108092562,https://www.facebook.com/permalink.php?story_fbid=147624600251142&id=100050108092562,"Моя стихия! ❤️
Всем известно, чем я занимаюсь и насколько сильно я люблю свою работу. И это очень сложный, кропотливый творческий процесс, который отнимает практически всё время. Но вы не представляете, как я наслаждаюсь каждым этапом, начиная от эскиза, заканчивая примеркой.✨
Но сейчас, наша индустрия, да и не только, проживают трудные времена, стараясь оставаться на плаву.
Довольно большое количество брендов во всем мире не открывают свои производства, по причине того, что им действительно трудно!
Надеемся на лучшее и делаем для этого всё, что в наших силах. 🙏🏼",,Вера в светлое будущее и преодоление временных трудностей,,
https://www.facebook.com/profile.php?id=100050108092562,https://www.facebook.com/permalink.php?story_fbid=148603656819903&id=100050108092562,"Когда день начинается с хороших новостей, это задаёт темп!))
Мы уже вовсю готовимся к выпуску новой коллекции.
А как ваши дела?☀️
",,Перспективы развития,,
https://www.facebook.com/artveranda.deti,https://www.facebook.com/artveranda.deti/posts/723284264923902,"Дорогие друзья, поздравьте меня.
Я не ожидала, но online занятия оказались эффективнее чем в студии. Мы за лето подготовили и отправили в лучшие художественные лицеи Москвы двух наших учениц. И теперь я понимаю, что просто влюблена в это общение тет а тет с возможностью погрузиться в одного конкретного ребенка. Найти причину его личных ошибок и рассмотреть мир под его углом, предложить ему изучить ту модель, которая сейчас считается актуальной.
Не закрывать его фантазию на замок, смотреть в будущее через призму настоящего.
Набираю себе новых учеников. Будем создавать ворота в мир рисования и живописи в жизни каждого конкретного ученика.
Наши бешенные лица с показа ""С любовью - Винсент"". Да давно было. Но знаково. Потому что показ в России был проведен в сопровождении конкурса, который организовывали мы.",,Любовь к своему делу,"Успехи, достижения бизнеса",
https://www.facebook.com/artveranda.deti,https://www.facebook.com/artveranda.deti/posts/716608552258140,"Я так, прости Господи, упахалась с этим рабочим режимом во время пандемии, что к началу сезона мне надо отдыхать от лета. Лично моё предположение: иногда нужно быть безнадёжно богатым человеком и по царски разрешать себе пропустить на недельку все якобы выжные моменты. Иначе телега дальше не поедет. А нам ведь ещё и паровоз нужен, а не просто телега.
И у меня возникла идея. А что если мы пойдём другим путём. Назначить себе работу по зарядке батареек на предстоящий учебный год?)
И вы уж простите, я хочу зафиксировать эту попытку. Поэтому буду нещадно постить мои попытки по зарядке батареек каждый день.
В конце концов я столько вместе с командой сделала впервые. Надо наконец и это впервые попробовать.",,"Неопределенность, страх, выгорание из-за пандемии",Вера в светлое будущее и преодоление временных трудностей,
https://www.facebook.com/artveranda.deti,https://www.facebook.com/artveranda.deti/posts/705619690023693,"Вы замечали что идеальная ситуация это путь проб и ошибок?
Вот только достиг, поймал, сидишь такой довольный мол: Вот она истина. Вот как надо было сделать! Вот где секрет успеха!!!
Но только ты выдохнул последний пар удовольствия и всё координально меняется.
Дорогие мои, очень вас прошу сейчас когда все немного сумасшедшие и даже я - не обижайтесь друг на друга. Трудно быть адекватным продавцом, когда за руки без перчаток клиента снятые вашей же камерой проверка дарит счёт на 300000р.
Вот вы обижаетесь, что мы не выпускаем без маски в студию, а вы поймите что может оказаться это последний день занятий в студии, так как сзади вас могла стоять проверка, которая подарит нам счет на 300000р, который мы не осилим.
Да это глупо мерить температуру людям, которые только что пришли из метро, но один из ваших же гостей может неудачно пошутить в чужой компании о наших мерах безопасности и мы просто не сможем работать.
Да вам надоели антисептики и они воспитывают маниакальность к окружающей среде ослабляя иммунитет., но вы ведь не знаете где вы и что схватили по пути, а если под микроскопом посмотреть пот на ладони человека идущего по городу, то Джуманджи покажется милой сказкой на ночь.
И да ваши выпученные глаза, искривленный рот, руки выставляющие защиту нас ранят как вы и хотели. Истерики о знании закона нам парят мозг. Но если вы посмотрите новости в которых прочитаете кто несёт теперь бремя штрафов за нарушения, то поймёте нас. Давайте оставаться братьями по духу и добрыми соседями. Безопасность для ваших детей это не самое страшное что вы делали в своей жизни. Вспомните как учились мыть им попку и менять памперсы и улыбаться на отрыжку. Неужели маска и антисептик вас теперь сломят?",,Административные препятствия для бизнеса,,
https://www.facebook.com/artveranda.deti,https://www.facebook.com/artveranda.deti/posts/689190308333298,"Ярко жить не запретишь. А жить насыщенно полезно для суставов. Это я вам искренне и честно говорю по опыту погружениям в активности с головой.
Я и сейчас не сочкую. Но рассказать пока не могу. Боюсь сглазить налоговую. 🤩А она мне в это время жить помогает. Как это не банально сказано. Кто бы подумал год назад.",,Предоставление помощи от государства,,
https://www.instagram.com/sergeyspiro/,https://www.instagram.com/p/CC6NThwjuD-/,"Пусть рубеж в 30 лет станет и новым стартом. Кажется, что у меня накопилось достаточно материала, который не стыдно транслировать в сети. Да и друзья говорили мне не раз: ""Пиши, у тебя неплохо выходит"". Так что в ближайшее время я буду выходить на связь значительно чаще. Под чутким руководством @irinasilanova мы накидали контент-план и прописали пару рубрик, потому что секрет успеха подобной инициативы в её постоянстве.
Для себя я отмечаю:
— мини-цель: поработать над самодисциплиной и просто повеселиться
— макси-цель: привлечь к сотрудничеству с @chibbis новых рестораторов по средствам повышения доверия к компании через личный бренд и стать своего рода Фёдором Овчинниковым @silauma от мира агрегаторов
— плюс ко всему я хочу попробовать загнать себя в ""капкан блогера"", когда причинно-следственная связь нарушена, и уже непонятно, ты обозреваешь события из своей жизни, или намеренно создаешь события, чтобы их обозревать?
Пожелай мне удачи в бою!",,,,
https://www.instagram.com/sergeyspiro/,https://www.instagram.com/p/CDgwoqbj_Ws/,"Совместно с нашим директором по маркетингу мы подготовили большую статью для VC о результатах работы Сhibbis.ru в период корона-кризиса. Из интересных наблюдений:
→ вопреки всем трендам Instagram ПП и здоровое питание всё ещё остается очень узким сегментом рынка
→ не хочется расстраивать Тимати и его региональных последователей, но бургеры тоже не захватили большой кусок рынка ~ 2,87%
→ “Шаурма” в 7 раз популярнее, чем “Шаверма”
→ ролл «Филадельфия» всё ещё блюдо номер 1 на Руси
Вот пара рекомендаций от нас, как инсайдеров рынка, что стоит запускать потенциальным новоиспечённым пионерам общепита: В крупных городах рекомендуем обратить внимание на пироги, шашлыки, шаурму и другие небольшие сегменты. Они быстро растут и конкуренция в них в разы меньше, чем по суши и пицце. В небольших городах наоборот стоит задуматься о самых больших сегментах рынка.
Интересно? Читай полную версию статьи по ссылке в шапке профиля! Оставлю ссылку там ещё на пару дней.",,Бизнес справился с кризисом,,
https://www.instagram.com/sergeyspiro/,https://www.instagram.com/p/CDv3AB0DWNu/,"РАВНЕНИЕ НА ЛУЧШИХ
⠀Не секрет, что наша бизнес-модель не нова. Но разработка сервиса началась осенью 2013 года, когда рынок ещё не был наполнен агрегаторами всего и вся. На фото мы с Романом — возле хед-офиса компании Delivery Hero в Берлине. Тот же Чиббис, только у ребят 500 000 ресторанов на сайте, 40 стран, и в день они делают заказов больше, чем вся Россия за целый месяц. Более чем достойные результаты! Кстати, их генеральный директор Niklas Östberg ответил мне в тот же день, когда я ему написал. В его подчинении 25 000 сотрудников, но он находит время пообщаться с чуваком из Архангельска :) в отличии от многих наших предпринимателей, которые хуй клали на бизнес-этику, и легко оставляют сообщения прочитанными, но без ответа.",,Невежество / слаборазвитая деловая этика,,
https://www.instagram.com/elenaber1/,https://www.instagram.com/p/CEqmkUQISOr/,"Наш сентябрь начался с учебных тренингов!
Мы не можем без них! Дизайнерам, продавцам, маркетологам, так же как и спортсменам, артистам, музыкантам нужна тренировка! В любом деле нужно совершенствоваться постоянно! Согласны?
У нас невероятное количество информации, которую необходимо изучить, осмыслить и потом поделится с этим с другими.
Почему мы постоянно учимся? Вы видели шахматиста, который не изучал бы ежедневно новые теоретические выкладки или не разбирал бы партии, сыгранные другими? Особенно новые партии. Нет? Потому что таких нет. Потому что тот, кто хочет достичь результатов гораздо больших, чем имеет, всегда стремится к совершенствованию. Если вы хотите стать чемпионом, вы должны идти тем же путем, что и люди, которые уже чемпионами стали.
.
Угадайте тему этого недельного тренинга!!! 😊",,,,
https://www.instagram.com/elenaber1/,https://www.instagram.com/p/CDwARE3orzf/,"Вот уже 27 лет своей жизни мы посвящаем себя интерьерам и совершенствованию своего бизнеса. Мы ежедневно думаем над тем, как улучшить рабочие процессы нашей компании и как научить все большее количество людей ценить красоту.
.
Сейчас мы открыли дополнительные вакансии и готовы принять в свою команду новых специалистов. Если вы любите красоту и дизайн, имеете опыт работы в продажах товаров премиум, в проектировании или продвижении, у вас есть шанс присоединиться к компании единомышленников, и создавать вместе с нами интерьеры экстра-класса.
Нам нужны маркетологи, архитекторы, менеджеры-проектов, менеджеры-по продажам с архитектурным образованием, управленцы.
.
Вы можете отправлять
резюме на e-mail: personal@sclassic.ru",,Перспективы развития,,
https://www.instagram.com/dinamostovaya/,https://www.instagram.com/p/CDgl2eUnhBS/,"Я люблю свою работу, но иногда тоже совершаю ошибки. Три дня психологического напряжения из-за двух проектов и сегодня, впервые за год, снова случилось паническая атака. Она вообще уже покинула меня, но вот неожиданно вернулась. Мне надо было выговориться и обсудить сложности в работе, но я держала в себе и просто обдумывала ходы. Параллельно я приняла для себя важное решение в личной жизни и видимо, это тоже сказалось. Иногда я не готова к задачам, которые выбивают меня из профессиональной деятельности. Иногда хочется легкости и праздника, но черт подери, в 35 не рано ли бросать пахать?😂 Самый главный провал в работе — начать сотрудничество не с «твоими» людьми. Это стоит и нервов, и времени, и даже мотивации. И вот вопрос — а как научиться различать: шероховатости в начале — это проверка на прочность или это сразу знак «беги»? На этот раз я решила, что надо идти дальше. И ошиблась🤦🏻‍♀️ Записалась на расслабляющий массаж с каким-то духовным ритуалом — пора вспомнить итоги карантина♥️💫🙏🏼",,"Неопределенность, страх, выгорание из-за пандемии",,
https://www.instagram.com/dinamostovaya/,https://www.instagram.com/p/CC8ev9vnoBC/,"Столько амбиций, сколько у меня есть в работе и профессиональной деятельности, нет даже в моей личной жизни. Например, я хочу дом и иду к своей цели, но иногда по вечерам думаю «Ну даже, если не будет дома, мне и так круто». А вот в работе вообще не так. Я очень хотела для BestDoctor сделать TechCrunch. Я понимала, что мне откажут, потому что основатели русские, бизнес русский, даже сайта на английском нет и аудитории издания не интересно, что происходит внутри России. Собственно, так и получилось — мне отказали два журналиста, аргументируя тем, что новость узкая. Третий журналист не отвечал. Но я хотела сделать публикацию, понимая, что это поможет компании в долгосрочной стратегии. Я ни на секунду не подумала «Ну даже, если не будет заметки, я и так делаю хорошую работу». У меня в голове была мысль: «Надо. Это пойдёт компании на пользу».
И так с каждым клиентом, особенно с теми, с кем у нас полный match в плане восприятия формата работы, понимания целей и общего мировоззрения. Если я с клиентом на одной волне — я делаю намного больше, чем в контракте. Я горю проектом, придумываю большие истории, выстраиваю ТАКУЮ стратегию, что аж руки чешутся😅
Обожаю свою работу. Люблю вызовы, сложности, ошибки и неудачи. Люблю своих клиентов: болтать с ними о кино и путешествиях, гулять по парку и обсуждать их видение индустрии, профессиональные амбиции и желания, пить кофе и смеяться.
Сегодня клиент пишет «Дин, нужен Bloomberg». И все ... В голове запустился процесс и бесконечное чувство радости и предвкушения! Мне доверяют самые крутые проекты и это такая профессиональная награда♥️
Я второй месяц питчу Ellen Show и вчера наметился прогресс. Я сразу подумала «Так, куда дальше? Шоу Опры?» :)))",,Любовь к своему делу,,
https://www.instagram.com/shutova__tatyana/,https://www.instagram.com/p/CEs8bqCCXh2/,"ЧТО БУДЕТ ДАЛЬШЕ?
Кто знает этих девчонок на фото, тот поймёт что будет КРУТО 🌟
Ангелина Ли, человек который со мной открывал и управлял салонами первые 3 года жизни #4hands, тот кто знает о #4hands абсолютно все , она знает как плюсы, так и недоработки системы, над ними мы и будем работать, будем улучшать вместе, Ангелина новый руководитель отдела поддержки ФРАНЧАЙЗИ и закупа.
Лена Гармашева, наш супер амбициозный мастер, которая доросла в сети до технолога, затем до управляющего, есть опыт собственного бизнеса, Елена новый технолог сети #4hands и будет помогать ФРАНЧАЙЗИ и собственным салонам с качественным персоналом и соответствием стандартам.
Перед вами моя команда мечты😜
ГЛАВНОЕ, МЫ все больны #4handsголовногомозга и мы фанаты своего дела)
#4hands переработает и дополнит подход к поддержке и развитию ФРАНЧАЙЗИ😊
ПОДДЕРЖКА станет внимательнее, эффективнее, а значит станут сильнее Салоны наших партнеров.
Подробный план преобразований скоро презентуем, идей много, но воплощать будем планово❣️",,Любовь к своему делу,Перспективы развития,
https://www.instagram.com/shutova__tatyana/,https://www.instagram.com/p/CEgJqnBC7rZ/,"Мы проделали в этом году огромную работу над салонами #4hands❣️
Столько сил и энергии я разве что отдавала в первые годы сети...
РЕЗУЛЬТАТ НА ЛИЦО-высокие показатели даже после карантина..
Хорошая новость-зарабатывать можно не меньше, чем до пандемии, а где то и больше..
Плохая новость-никакой «топ-менеджер» не придёт и не наладит, большинство тех кто рассказывает «как надо» в собственных точках имеет не лучшие показатели, поэтому вывод-сначала делаешь сам, показываешь команде как,затем держишь на контроле ежедневно..
Спасибо @tatyana_basket и @mariaym_life в том, что быстро подхватывают все начинания...
Поэтому не верьте тем, кто жалуется на пандемию, просто работать надо ежедневно и вдумчиво😅, пробовать инструменты, для франчайзи они есть на геткурс, есть что-то в открытом доступе моем в тг канале,много крутых инструментов мы обсуждаем в прямых эфирах, необходимо пробовать, тестировать и внедрять.
«ЛЮБИТЕ» ли вы операционку так как «люблю» ее я?))😜
P.S: на видео одна из 🔥ежедневных планёрок от @nastyagrivina -УТРО ПЯТНИЦЫ,кстати в этот день девчонки @4hands_moscow сделали выручку ещё выше, 99к)",,Бизнес справился с кризисом,"Успехи, достижения бизнеса",
https://www.instagram.com/shutova__tatyana/,https://www.instagram.com/p/CERtlPLKkKW/,"1. Запуск корпоративного #радио4hands
2. Подобрали три партнёра-УЦ В МОСКВЕ, с индивидуальным курсом повышения для наших мастеров по СПЕЦ.ЦЕНАМ, среди них @emi_official_world , @1freza , @romanova_nails.
3.Проводим стажировки франчайзи во флагманском #4hands АФИМОЛЛ, разборы салонов партнеров по средам в прямых эфирах.
4. Обновили фирменный стиль мебель и оборудование, доступно к заказу.
5. ОТКРЫЛИ СОБСТВЕННЫЙ ИСТОРИЧЕСКИЙ #4hands СИБИРСКИЙ МОЛЛ В НОВОМ помещении, в новом СТИЛЕ.
6.Подписали договор на помещение, где будет расположен Московский склад продукции для салонов.
7. ОБНОВЛЯЕМ САЙТ #4hands
8. ПОЯВИЛСЯ ТГ канал для всех кому интересен маникюрный бизнес.
9.Внедрили электронную систему лояльности @boomerangme.cards
10.ПОДПИСАЛИ несколько топовых локаций МОСКВА.
11.Ведем переговоры с несколькими крупными маникюрными сетями с целью коллаборации и усиления УПРАВЛЯЮЩЕЙ КОМПАНИИ.
12.Появилась услуга «подбор мастера и администратора» для партнеров.Подробно у @sv_palash
Чего ждать в сентябре?
НОВЫЙ ВЗГЛЯД НА :
1.ПОДДЕРЖКА ПАРТНЕРОВ
2.ВЕДЕНИЕ АККАУНТОВ #4hands
3.НАСТРОЙКА РЕКЛАМНЫХ КОМПАНИЙ в Инстаграмм.
Итоги августа обсудим с партнерами франчайзи 27 августа в 13:00 по Москве в Zoom✨",,Перспективы развития,,
https://www.instagram.com/shutova__tatyana/,https://www.instagram.com/p/CDerYHcKnd1/,"«Тебе наверное приходится много думать...», -сказал мне сегодня один случайный человек и это повергло меня в какую то вопросительную паузу😳...
Неужели так заметно))🤪
«К чему это он, у меня такое напряженное выражение лица?!»,-подумала я ...😅
Но если честно, я стараюсь держать себя в руках и когда чувствую что начинаю перегружаться, зацикливаться на работе, принудительно замедляюсь)
Очень жалко тех людей кто не умеет отдыхать, ничем кроме бизнеса не интересуется и испытывает чувство вины, если не открыл ноутбук ни разу за день...
Зачем тогда все это...🤷🏼‍♀️
Работает хорошо тот, кто хорошо отдыхает, умеет наслаждаться и тратить, в обратном порядке тоже читается)
Ну и на «десерт» обороты собственных салонов за ИЮЛЬ, пусть останутся здесь⬇️
Не самый лёгкий и радужный июль за последние 10 лет, но на мой взгляд мы сработали неплохо:
1. Москва -Афимол -2.816 млн.₽
2.Сочи -Моремолл-2.077 млн ₽
3.Новосибирск -РОЙЯЛ ПАРК+СИБ МОЛЛ-2.354млн ₽
P.S:
Можем лучше, знаем как 😘🤘",,Бизнес справился с кризисом,Перспективы развития,
https://www.instagram.com/shutova__tatyana/,https://www.instagram.com/p/CDWKaKgqhHm/,"МЕНЯ ВСЕ ТАК РАДУЕТ 😊
Наконец-то я могу себе это сказать от души...🧘🏼
Конечно начало и середина года были не легкими, они были сложными, бессонные ночи, смена некоторых ключевых людей, стресс, 24 часа работы в сутки, нежданная пандемия, несколько неуправляемых и уверенных в своей незаменимости сотрудников, откровенная наглость и безнаказанность, эксперименты, рискованные и не всегда удачные, много вопросов, ответы на которые надо было давать только мне и никому нельзя это было «перебросить» вместе с ответственностью.
Теперь когда все это позади, могу сказать: я очень довольна сейчас всем что происходит, 100% пониманием и владением ситуацией, людьми которые вернулись или вот-вот вернутся в #4hands , спустя годы, кто со мной на одной волне и с кем мы «завоёвывали мир», довольна ребятами с кем мы начали сотрудничать и уже видим результаты, сложными ситуациями, которые решились, прошедшей пандемией, преданности и работоспособности многих людей, кто давно в компании...
Довольна всем тем, что мы внедряем, что показывает свои результаты и тем что в планах внедрить, тем что должно из этого получится.
И я понимаю, что будут опять моменты когда будет нелегко, даже сложно, но ради таких счастливых дней как сегодня, как эта неделя, стоит набраться терпения и пахать)))
P.S:На фото мои любимые Франчайзи @4hands_vladivostok , завершили свою стажировку и полетели внедрять все инструменты в своём #4hands",,Бизнес справился с кризисом,Перспективы развития,
https://www.instagram.com/shutova__tatyana/,https://www.instagram.com/p/CDJqf_yKQIA/,"Что поменялось после карантина?😛
СТАЛА ЛИ РЕАЛЬНОСТЬ НОВОЙ?
Теперь настало время, спустя 2 месяца работы, когда действительно можно сделать хоть какие-то промежуточные выводы, а не просто муссировать чьи-то гипотезы, сплетни и домыслы))🤷🏼‍♀️
ИТАК:
1.Денег у потребителя стало меньше, как и уверенности в завтрашнем дне, бережёт он их больше, но если сделать сильно хорошее предложение, то согласится непременно и прямо сейчас)
2.Команду «собирать» после карантина сложно:
все хотели работать, все устали сидеть дома, все вышли, но...
без обид... «собираю в кучу» в моральном смысле я некоторых до сих пор, тонус потеряли, ну и лето никто не отменял, всем охото отдыхать, а какой отдых-когда сидели 3 месяца дома, конфликт интересов))) или я стала требовательнее🤪.
3.Работать приходится больше, намного, причём как в сам карантин так и после него.
4.Не вижу, чтоб клиенты или мастера переместились делать услуги «на дом», читаю постоянно беспокойства коллег по цеху, не соглашусь :1)мастера берут много смен в салоне, больше чем до этого, нет возможности совмещать;2) не верю, что клиент в жажде сэкономить 300 рублей, будет куда-то ехать через пробки или вызывать к себе, терпеть неудобства, отсутсвие привычного сервиса, ограниченный выбор материалов и услуг.
«Беды» такой для себя не ощущаю, угрозы не вижу.
5.Однозначно пропала и умерла необходимость личных встреч, только если это не близкие люди, если это не личное общение.
Если деловые переговоры: Zoom и только Zoom.
Я честный и преданный прежде любитель офф-лайна, скажу точно, что не вижу смысла больше живых переговоров и живых встреч, с потерей времени на дорогу туда и обратно, только если есть необходимость заглянуть человеку в глаза)))
Мне кажется с некоторыми коллегами я так близко и часто он-лайн, что когда мы видимся в живую, нам и обсудить уже нечего))
6. А не хватало мне все-таки во всем этом закрытом пространстве на карантин, кроме возможности заниматься любимым бизнесом,не магазинов и не ресторанов, а - путешествий❤️, свобода, которую не заменишь ни чем)
А как у вас ? Что изменилось ?😅",,Снижение потребительского спроса,Бизнес справился с кризисом,
https://www.instagram.com/krisserzhpinskaya/,https://www.instagram.com/p/CEE0PIXpjxE/,"Чистая прибыль 100 тыс в первый месяц работы.
~
Как думаешь, реальные цифры для регионов?
~
Я думаю, что да.
~
Я постоянно говорю о том, что создаю лучшую бизнес модель на рынке. Но как понять, что теперь она лучшая? Мы решили, что она будет таковой, когда каждый мой партнер будет в стабильно растущей прибыли в первый квартал работы.
~
В начале этого года мы поставили перед собой цель не только по скорости, но и по качеству развития. Качество развития назвали, как 100 тыс чистой прибыли в первый работы и 200 тыс в третий месяцы работы.
~
Для первого квартала работы и для развития студий в регионах - заявка на победу. Особенно, если учитывать, что большинство региональных студий конкурентов вообще не зарабатывают, а многие об этом даже не знают.
~
Мы уже одноразово подтвердили эти результаты с некоторыми партнерами. И главная задача на этот месяц - увеличить количество партнеров, с которыми мы повторим порядок цифр.
~
После - сделать его нормой. Все, что ниже - ее отклонением.",,Перспективы развития,"Успехи, достижения бизнеса",
https://www.instagram.com/krisserzhpinskaya/,https://www.instagram.com/p/CD_ze45pRo_/,"Я франчайзи партнер своей сети.
~
Причем, очень хороший партнер. У меня 4 студии маникюра в Ставрополе, по которым я ежемесячно плачу роялти больше 100 000 в месяц Управляющую компанию.
~
Сегодня - открываю студию в Екатеринбурге и в Москве. Сегодня - я развиваю сеть внутри сети за пределами одного города.
~
Я планирую быть лучшим партнером своей сети. Планирую - первой начать ежемесячно зарабатывать 1 млн чистой прибыли на своих студиях маникюра. Планирую уже в этом месяце.
~
Да, я уже миллионер, за счет того, что у меня есть дополнительные статьи дохода. Но теперь, я буду зарабатывать больше 1 млн на своей сети внутри сети. Подтверждая другим партнерам сети, что это больше, чем реально. Реально - быстрее, чем я. Ведь, у меня не было готовой бизнес модели, мне пришлось сначала построить эту модель и предложить методику ее внедрения.
~
Кстати, быть лучшим - один из принципов нашей сети. Этот принцип, как и остальные, идет из глубины моей души.
~
Теперь - время подтвердить это в Москве. Буду начинать со студии в Химках. Для меня важно быть в полях, заниматься ежедневным улучшением бизнес модели, тестировать гипотезы и внедрять лучшие партнерам. Буду делать все тоже, что делают партнеры в других регионах - выстраивать систему управления, собирать команду и привлекать клиентов. Буду вовлекать тебя в свою деятельность.
~
Не буду откладывать - администраторы и мастера, которые живут в Москве, а лучше в Химках, откликнитесь, давайте работать вместе. Со мной хорошо, со мной интересно и перспективно.
~
Если ты хочешь работать с нами, отзывайся на вакансию в директ, ты нам срочно нужен!",,Перспективы развития,,
